Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,,,,,6.935270805812419
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,,,,,6.024096385542169
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,,,,,4.59
2010,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,13.060513713539398
2011,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,8.354402550291303
2012,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,10.964912280701752
2013,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,6.381828015143322
2014,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,3.996975261963919
2015,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,3.8901601830663615
2016,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,3.3764116893701246
2017,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,3.8309441423628265
2018,на 1000 родившихся,мальчики,Жамбылская,сельское население,,,,,3.35
2010,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,7.468259895444362
2011,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,7.544322897019992
2012,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,4.418262150220913
2013,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,9.667440061871616
2014,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,9.912314144109796
2015,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,5.384615384615384
2016,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,4.9220672682526665
2017,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,4.655099449851884
2018,на 1000 родившихся,мальчики,Карагандинская,сельское население,,,,,3.94
2010,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,13.962147067949116
2011,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,6.609385327164572
2012,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,8.982035928143713
2013,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,5.956320317670418
2014,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,7.281553398058253
2015,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,5.60813179109709
2016,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,5.747126436781608
2017,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,11.014052411697683
2018,на 1000 родившихся,мальчики,Костанайская,сельское население,,,,,6.38
2010,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,15.597616543988785
2011,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,14.425645592163846
2012,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,14.767932489451475
2013,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,10.032246506628448
2014,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,5.747126436781608
2015,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,3.883136094674556
2016,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,3.8424591738712777
2017,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,4.060324825986078
2018,на 1000 родившихся,мальчики,Кызылординская,сельское население,,,,,4.15
2010,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,12.100926879505662
2011,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,12.177985948477753
2012,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,10.792951541850224
2013,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,8.297915401740537
2014,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,4.659289458357602
2015,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,6.7520775623268685
2016,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,5.7441253263707575
2017,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,7.457121551081282
2018,на 1000 родившихся,мальчики,Мангистауская,сельское население,,,,,5.86
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,12.16956802063185
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,8.218959463772743
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,9.315398514354547
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,8.337987712439162
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,6.783369803063457
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,6.945371978095365
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,7.76566757493188
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,6.284099766173033
2018,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,,,,,5.04
2010,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,12.071463061323032
2011,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,8.98876404494382
2012,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,6.695361071257771
2013,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,6.357856494096277
2014,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,5.741626794258371
2015,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,4.66321243523316
2016,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,5.684754521963824
2017,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,4.321988114532686
2018,на 1000 родившихся,мальчики,Павлодарская,сельское население,,,,,2.76
2010,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,10.12461059190031
2011,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,9.603841536614645
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,9.140008309098462
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,4.475183075671279
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,6.883891693437357
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,2.688172043010753
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,7.984031936127744
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,7.1831708568496655
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,,,,,7.48
2010,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,18.74536005939124
2011,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,16.523867809057528
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,13.1521262604121
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,11.198208286674133
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,6.9153394803017605
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,5.1498127340823965
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,7.1742652163850975
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,6.063545961678388
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,,,,,3.82
2010,на 1000 родившихся,девочки,,,,,,,9.898605120161335
2011,на 1000 родившихся,девочки,,,,,,,8.389596015495298
2012,на 1000 родившихся,девочки,,,,,,,7.890907130922224
2013,на 1000 родившихся,девочки,,,,,,,6.122459873067047
2014,на 1000 родившихся,девочки,,,,,,,5.218208966019644
2015,на 1000 родившихся,девочки,,,,,,,4.7575414019993065
2016,на 1000 родившихся,девочки,,,,,,,4.3882545704524185
2017,на 1000 родившихся,девочки,,,,,,,4.042311650557542
2018,на 1000 родившихся,девочки,,,,,,,3.79
2010,на 1000 родившихся,девочки,Акмолинская,,,,,,7.259528130671506
2011,на 1000 родившихся,девочки,Акмолинская,,,,,,9.22722029988466
2012,на 1000 родившихся,девочки,Акмолинская,,,,,,7.380629612893507
2013,на 1000 родившихся,девочки,Акмолинская,,,,,,6.259027443428023
2014,на 1000 родившихся,девочки,Акмолинская,,,,,,4.160665706513042
2015,на 1000 родившихся,девочки,Акмолинская,,,,,,4.232459710239297
2016,на 1000 родившихся,девочки,Акмолинская,,,,,,3.972194637537239
2017,на 1000 родившихся,девочки,Акмолинская,,,,,,4.035648225996301
2018,на 1000 родившихся,девочки,Акмолинская,,,,,,3.31
2010,на 1000 родившихся,девочки,Актюбинская,,,,,,9.535160905840288
2011,на 1000 родившихся,девочки,Актюбинская,,,,,,5.093771706413522
2012,на 1000 родившихся,девочки,Актюбинская,,,,,,8.326679593931791
2013,на 1000 родившихся,девочки,Актюбинская,,,,,,6.292085219119109
2014,на 1000 родившихся,девочки,Актюбинская,,,,,,5.127657301570345
2015,на 1000 родившихся,девочки,Актюбинская,,,,,,5.109489051094892
2016,на 1000 родившихся,девочки,Актюбинская,,,,,,4.591943226883741
2017,на 1000 родившихся,девочки,Актюбинская,,,,,,4.862236628849272
2018,на 1000 родившихся,девочки,Актюбинская,,,,,,4.61
2010,на 1000 родившихся,девочки,Алматинская,,,,,,7.5915047446904635
2011,на 1000 родившихся,девочки,Алматинская,,,,,,6.356596087559872
2012,на 1000 родившихся,девочки,Алматинская,,,,,,5.8177397646854505
2013,на 1000 родившихся,девочки,Алматинская,,,,,,4.187817258883249
2014,на 1000 родившихся,девочки,Алматинская,,,,,,4.883095385888681
2015,на 1000 родившихся,девочки,Алматинская,,,,,,3.739338683248602
2016,на 1000 родившихся,девочки,Алматинская,,,,,,4.018699253670138
2017,на 1000 родившихся,девочки,Алматинская,,,,,,4.03125259745657
2018,на 1000 родившихся,девочки,Алматинская,,,,,,3.46
2010,на 1000 родившихся,девочки,Атырауская,,,,,,10.249307479224377
2011,на 1000 родившихся,девочки,Атырауская,,,,,,10.098290022889456
2012,на 1000 родившихся,девочки,Атырауская,,,,,,11.556139198949444
2013,на 1000 родившихся,девочки,Атырауская,,,,,,5.620848237097597
2014,на 1000 родившихся,девочки,Атырауская,,,,,,4.5563852676876335
2015,на 1000 родившихся,девочки,Атырауская,,,,,,4.016064257028112
2016,на 1000 родившихся,девочки,Атырауская,,,,,,4.9352251696483656
2017,на 1000 родившихся,девочки,Атырауская,,,,,,4.397537379067723
2018,на 1000 родившихся,девочки,Атырауская,,,,,,3.9
2010,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,9.481123944147562
2011,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,7.835625979453249
2012,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,4.841402337228715
2013,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,4.641140394496934
2014,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,5.067300079176563
2015,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,4.614894971355825
2016,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,3.357314148681055
2017,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,4.492218835231831
2018,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,,2.84
2010,на 1000 родившихся,девочки,Жамбылская,,,,,,8.84122037828828
2011,на 1000 родившихся,девочки,Жамбылская,,,,,,8.680057388809182
2012,на 1000 родившихся,девочки,Жамбылская,,,,,,7.307637197306204
2013,на 1000 родившихся,девочки,Жамбылская,,,,,,9.228550829127617
2014,на 1000 родившихся,девочки,Жамбылская,,,,,,6.079027355623101
2015,на 1000 родившихся,девочки,Жамбылская,,,,,,5.820298290287377
2016,на 1000 родившихся,девочки,Жамбылская,,,,,,3.7069341474051463
2017,на 1000 родившихся,девочки,Жамбылская,,,,,,3.0402245088868103
2018,на 1000 родившихся,девочки,Жамбылская,,,,,,2.36
2010,на 1000 родившихся,девочки,Карагандинская,,,,,,8.543283061633685
2011,на 1000 родившихся,девочки,Карагандинская,,,,,,5.453935224030877
2012,на 1000 родившихся,девочки,Карагандинская,,,,,,6.222147481711931
2013,на 1000 родившихся,девочки,Карагандинская,,,,,,5.658179397570312
2014,на 1000 родившихся,девочки,Карагандинская,,,,,,4.131548504379442
2015,на 1000 родившихся,девочки,Карагандинская,,,,,,3.8632737045435457
2016,на 1000 родившихся,девочки,Карагандинская,,,,,,4.198080877313228
2017,на 1000 родившихся,девочки,Карагандинская,,,,,,3.778677462887989
2018,на 1000 родившихся,девочки,Карагандинская,,,,,,3.65
2010,на 1000 родившихся,девочки,Костанайская,,,,,,6.00551858464535
2011,на 1000 родившихся,девочки,Костанайская,,,,,,6.697496412055494
2012,на 1000 родившихся,девочки,Костанайская,,,,,,7.420003091667955
2013,на 1000 родившихся,девочки,Костанайская,,,,,,5.682715074980267
2014,на 1000 родившихся,девочки,Костанайская,,,,,,7.376523412443872
2015,на 1000 родившихся,девочки,Костанайская,,,,,,5.831848371942329
2016,на 1000 родившихся,девочки,Костанайская,,,,,,5.421890884445951
2017,на 1000 родившихся,девочки,Костанайская,,,,,,4.804270462633451
2018,на 1000 родившихся,девочки,Костанайская,,,,,,5.1
2010,на 1000 родившихся,девочки,Кызылординская,,,,,,14.145585957666494
2011,на 1000 родившихся,девочки,Кызылординская,,,,,,9.758602978941962
2012,на 1000 родившихся,девочки,Кызылординская,,,,,,11.881392705858044
2013,на 1000 родившихся,девочки,Кызылординская,,,,,,7.721599323037868
2014,на 1000 родившихся,девочки,Кызылординская,,,,,,6.7588015736911125
2015,на 1000 родившихся,девочки,Кызылординская,,,,,,5.7052297939778125
2016,на 1000 родившихся,девочки,Кызылординская,,,,,,5.3324627271737945
2017,на 1000 родившихся,девочки,Кызылординская,,,,,,3.821795151779865
2018,на 1000 родившихся,девочки,Кызылординская,,,,,,3.67
2010,на 1000 родившихся,девочки,Мангистауская,,,,,,14.316087880935507
2011,на 1000 родившихся,девочки,Мангистауская,,,,,,11.895526247737264
2012,на 1000 родившихся,девочки,Мангистауская,,,,,,8.673653776653415
2013,на 1000 родившихся,девочки,Мангистауская,,,,,,5.088770779147349
2014,на 1000 родившихся,девочки,Мангистауская,,,,,,3.5722017752760338
2015,на 1000 родившихся,девочки,Мангистауская,,,,,,3.2265003226500317
2016,на 1000 родившихся,девочки,Мангистауская,,,,,,4.59866220735786
2017,на 1000 родившихся,девочки,Мангистауская,,,,,,4.184100418410042
2018,на 1000 родившихся,девочки,Мангистауская,,,,,,5.14
2010,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,11.112563733821414
2011,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,8.633429260325116
2012,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,8.440670091117937
2013,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,6.797466398887688
2014,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,5.607100651228284
2015,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,5.3162005542957935
2016,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,4.856837715506281
2017,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,4.264559677672544
2018,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,,3.7
2010,на 1000 родившихся,девочки,Павлодарская,,,,,,8.111239860950173
2011,на 1000 родившихся,девочки,Павлодарская,,,,,,8.132674214638813
2012,на 1000 родившихся,девочки,Павлодарская,,,,,,4.800768122899664
2013,на 1000 родившихся,девочки,Павлодарская,,,,,,3.034659000159719
2014,на 1000 родившихся,девочки,Павлодарская,,,,,,4.8880479344055505
2015,на 1000 родившихся,девочки,Павлодарская,,,,,,3.832029378891905
2016,на 1000 родившихся,девочки,Павлодарская,,,,,,4.2932628797886405
2017,на 1000 родившихся,девочки,Павлодарская,,,,,,4.327505625757314
2018,на 1000 родившихся,девочки,Павлодарская,,,,,,3.27
2010,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,7.981220657276998
2011,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,5.271986580397795
2012,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,5.8699225170227765
2013,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,5.363237445148708
2014,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,4.003002251688766
2015,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,3.605459696111254
2016,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,4.273504273504274
2017,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,4.923413566739606
2018,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,,4.88
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,13.790112749349525
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,11.069114470842333
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,11.32502831257078
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,7.956600361663654
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,7.044090790503522
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,5.7250201270238845
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,4.371186595027775
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,3.817149241225212
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,,3.91
2010,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,5.852842809364548
2011,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,6.541948812119823
2012,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,5.799240826655419
2013,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,4.947668886774501
2014,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,3.670821239542428
2015,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,3.89924354675193
2016,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,3.1748375664500883
2017,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,3.3935817041682035
2018,на 1000 родившихся,девочки,г_Нур-Султан,,,,,,2.75
2010,на 1000 родившихся,девочки,г_Алматы,,,,,,10.985434128082023
2011,на 1000 родившихся,девочки,г_Алматы,,,,,,12.701311638718247
2012,на 1000 родившихся,девочки,г_Алматы,,,,,,8.709727146600894
2013,на 1000 родившихся,девочки,г_Алматы,,,,,,6.409773018626048
2014,на 1000 родившихся,девочки,г_Алматы,,,,,,5.044136191677175
2015,на 1000 родившихся,девочки,г_Алматы,,,,,,5.683717820127048
2016,на 1000 родившихся,девочки,г_Алматы,,,,,,4.752294772475751
2017,на 1000 родившихся,девочки,г_Алматы,,,,,,3.8520289566314663
2018,на 1000 родившихся,девочки,г_Алматы,,,,,,5.34
2010,на 1000 родившихся,девочки,,городское население,,,,,10.667322897831227
2011,на 1000 родившихся,девочки,,городское население,,,,,9.497510564411533
2012,на 1000 родившихся,девочки,,городское население,,,,,8.416334661354579
2013,на 1000 родившихся,девочки,,городское население,,,,,6.695899502251718
2014,на 1000 родившихся,девочки,,городское население,,,,,5.740783677254813
2015,на 1000 родившихся,девочки,,городское население,,,,,5.4885244102123165
2016,на 1000 родившихся,девочки,,городское население,,,,,4.530674376919682
2017,на 1000 родившихся,девочки,,городское население,,,,,4.224414010821069
2018,на 1000 родившихся,девочки,,городское население,,,,,4.1
2010,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,8.087091757387247
2011,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,10.35263668715626
2012,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,8.938869665513264
2013,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,7.985257985257985
2014,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,3.0404378230465183
2015,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,6.459550907413104
2016,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,4.609711124769515
2017,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,4.126984126984127
2018,на 1000 родившихся,девочки,Акмолинская,городское население,,,,,4.55
2010,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,9.84175993824778
2011,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,4.975124378109452
2012,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,10.66477070742979
2013,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,6.582278481012657
2014,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,6.0765314501560175
2015,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,5.9748427672955975
2016,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,4.899636478583846
2017,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,4.6385156749840055
2018,на 1000 родившихся,девочки,Актюбинская,городское население,,,,,4.06
2010,на 1000 родившихся,девочки,Алматинская,городское население,,,,,9.002520705797624
2011,на 1000 родившихся,девочки,Алматинская,городское население,,,,,8.033595033777615
2012,на 1000 родившихся,девочки,Алматинская,городское население,,,,,7.29419937478291
2013,на 1000 родившихся,девочки,Алматинская,городское население,,,,,4.9905351918774725
2014,на 1000 родившихся,девочки,Алматинская,городское население,,,,,5.5464926590538335
2015,на 1000 родившихся,девочки,Алматинская,городское население,,,,,4.524886877828054
2016,на 1000 родившихся,девочки,Алматинская,городское население,,,,,3.975484512174922
2017,на 1000 родившихся,девочки,Алматинская,городское население,,,,,3.7180730682185583
2018,на 1000 родившихся,девочки,Алматинская,городское население,,,,,3.6
2010,на 1000 родившихся,девочки,Атырауская,городское население,,,,,9.2641609317099
2011,на 1000 родившихся,девочки,Атырауская,городское население,,,,,8.711721224920803
2012,на 1000 родившихся,девочки,Атырауская,городское население,,,,,11.363636363636365
2013,на 1000 родившихся,девочки,Атырауская,городское население,,,,,6.209637357178341
2014,на 1000 родившихся,девочки,Атырауская,городское население,,,,,4.6082949308755765
2015,на 1000 родившихся,девочки,Атырауская,городское население,,,,,4.173827645470169
2016,на 1000 родившихся,девочки,Атырауская,городское население,,,,,5.023923444976076
2017,на 1000 родившихся,девочки,Атырауская,городское население,,,,,4.819888381532217
2018,на 1000 родившихся,девочки,Атырауская,городское население,,,,,4.94
2010,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,11.139401654996817
2011,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,7.467532467532468
2012,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,3.926306251887647
2013,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,4.556500607533414
2014,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,6.888289907157833
2015,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,6.482027106658809
2016,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,3.685851998865892
2017,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,6.152125279642059
2018,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,,2.15
2010,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,10.91617933723197
2011,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,10.581028401707815
2012,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,9.16955017301038
2013,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,13.683431952662726
2014,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,10.21505376344086
2015,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,9.231905465288037
2016,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,5.5997109826589595
2017,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,4.511278195488722
2018,на 1000 родившихся,девочки,Жамбылская,городское население,,,,,2.52
2010,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,8.393956351426972
2011,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,5.229455709711846
2012,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,6.105398457583548
2013,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,6.29458665547629
2014,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,4.167969157028238
2015,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,4.299947561615102
2016,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,4.350594227504245
2017,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,3.928170594837261
2018,на 1000 родившихся,девочки,Карагандинская,городское население,,,,,3.77
2010,на 1000 родившихся,девочки,Костанайская,городское население,,,,,6.381620931716657
2011,на 1000 родившихся,девочки,Костанайская,городское население,,,,,6.7484662576687136
2012,на 1000 родившихся,девочки,Костанайская,городское население,,,,,6.9599109131403125
2013,на 1000 родившихся,девочки,Костанайская,городское население,,,,,4.736695458344943
2014,на 1000 родившихся,девочки,Костанайская,городское население,,,,,7.531865585168019
2015,на 1000 родившихся,девочки,Костанайская,городское население,,,,,6.740914419695192
2016,на 1000 родившихся,девочки,Костанайская,городское население,,,,,5.562060889929741
2017,на 1000 родившихся,девочки,Костанайская,городское население,,,,,5.452893062708268
2018,на 1000 родившихся,девочки,Костанайская,городское население,,,,,4.72
2010,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,14.699127239320164
2011,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,10.964421570821214
2012,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,11.529933481152993
2013,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,9.341535657325133
2014,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,7.497243660418963
2015,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,6.772009029345372
2016,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,6.855575868372942
2017,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,3.8742023701002735
2018,на 1000 родившихся,девочки,Кызылординская,городское население,,,,,4.54
2010,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,15.59341611319665
2011,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,13.621177075301974
2012,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,7.870017771007872
2013,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,5.456702253855278
2014,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,3.55792750722704
2015,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,4.333418302319653
2016,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,3.7356992762082655
2017,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,3.593890386343217
2018,на 1000 родившихся,девочки,Мангистауская,городское население,,,,,5.44
2010,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,13.560022026431716
2011,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,13.193661738380964
2012,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,9.382076997735359
2013,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,7.603808516265539
2014,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,6.709548630364866
2015,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,5.633340625683657
2016,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,4.598438669660999
2017,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,4.71148755955532
2018,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,,4.18
2010,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,9.86679822397632
2011,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,6.372433325466131
2012,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,4.433037797480168
2013,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,2.7926460321154294
2014,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,5.033173186913749
2015,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,4.117108874656907
2016,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,4.543280726924916
2017,на 1000 родившихся,девочки,Павлодарская,городское население,,,,,5.268439538384347
