Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2018,на 1000 родившихся,девочки,Западно-Казахстанская,,,,,KZ07,4.59
2010,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,13.79
2011,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,13.94
2012,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,11.54
2013,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,13.11
2014,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,9.73
2015,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,9.72
2016,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,7.42
2017,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,6.469133495728856
2018,на 1000 родившихся,девочки,Жамбылская,,,,,KZ17,6.21
2010,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,12.92
2011,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,9.36
2012,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,10.67
2013,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,8.66
2014,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,7.03
2015,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,6.78
2016,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,6.75
2017,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,6.588975558348957
2018,на 1000 родившихся,девочки,Карагандинская,,,,,KZ12,5.91
2010,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,10.56
2011,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,11.03
2012,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,12.11
2013,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,10.21
2014,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,10.72
2015,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,9.54
2016,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,9.25
2017,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,8.286472647549356
2018,на 1000 родившихся,девочки,Костанайская,,,,,KZ13,7.93
2010,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,20.89
2011,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,16.14
2012,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,16.31
2013,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,14.12
2014,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,11.71
2015,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,9.62
2016,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,9.3
2017,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,8.182193494500519
2018,на 1000 родившихся,девочки,Кызылординская,,,,,KZ14,7.35
2010,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,19.2
2011,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,16.4
2012,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,12.5
2013,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,8.8
2014,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,7.54
2015,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,7.22
2016,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,8.41
2017,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,6.288249301483793
2018,на 1000 родившихся,девочки,Мангистауская,,,,,KZ09,9.38
2010,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,17.14
2011,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,14.77
2012,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,13.2
2013,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,11.82
2014,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,9.85
2015,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,9.7
2016,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,8.43
2017,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,8.352767309532958
2018,на 1000 родившихся,девочки,Южно-Казахстанская,,,,,KZ10,7.102345306831536
2010,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,11.09
2011,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,12.98
2012,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,7.84
2013,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,7.19
2014,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,8.22
2015,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,6.37
2016,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,7.21
2017,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,6.348885218544179
2018,на 1000 родившихся,девочки,Павлодарская,,,,,KZ11,4.99
2010,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,11.94
2011,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,9.32
2012,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,9.65
2013,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,10.43
2014,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,7.48
2015,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,7.92
2016,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,5.86
2017,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,9.267636387439449
2018,на 1000 родившихся,девочки,Северо-Казахстанская,,,,,KZ16,7.41
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,17.69
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,14.73
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,15.03
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,11.53
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,10.59
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,8.46
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,8.81
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,6.500805561511861
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,,,,,KZ15,7.48
2010,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,9.48
2011,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,10.48
2012,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,9.75
2013,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,8.72
2014,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,5.94
2015,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,6.69
2016,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,6.49
2017,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,5.386245531593082
2018,на 1000 родившихся,девочки,г.Нур-Султан,,,,,KZ05,4.54
2010,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,14.08
2011,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,15.42
2012,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,11.43
2013,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,8.54
2014,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,7.28
2015,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,8.25
2016,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,6.39
2017,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,6.4198421710885345
2018,на 1000 родившихся,девочки,г.Алматы,,,,,KZ02,7.32
2010,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,14.55
2011,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,13.31
2012,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,11.99
2013,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,10.33
2014,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,9.09
2015,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,8.62
2016,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,7.34
2017,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,6.9643422997235245
2018,на 1000 родившихся,девочки,Республика Казахстан,городское население,,,,,6.51
2010,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,10.79
2011,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,15.14
2012,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,12.79
2013,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,13.38
2014,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,7.32
2015,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,9.21
2016,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,6.15
2017,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,6.933395771748568
2018,на 1000 родившихся,девочки,Акмолинская,городское население,,,,KZ03,6.15
2010,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,14.74
2011,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,7.78
2012,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,14.27
2013,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,10.39
2014,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,10.57
2015,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,8.84
2016,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,6.48
2017,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,7.656686891963183
2018,на 1000 родившихся,девочки,Актюбинская,городское население,,,,KZ04,7.26
2010,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,12.16
2011,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,11.48
2012,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,11.04
2013,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,7.41
2014,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,9.04
2015,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,7.61
2016,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,6.61
2017,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,5.5202209502228445
2018,на 1000 родившихся,девочки,Алматинская,городское население,,,,KZ01,6.2
2010,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,13.84
2011,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,13.21
2012,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,15.73
2013,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,8.22
2014,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,8.13
2015,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,6.43
2016,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,10.34
2017,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,7.595906189994148
2018,на 1000 родившихся,девочки,Атырауская,городское население,,,,KZ06,9.32
2010,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,15.07
2011,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,11.03
2012,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,5.48
2013,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,6.07
2014,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,9.9
2015,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,9.74
2016,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,6.27
2017,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,7.565875645150957
2018,на 1000 родившихся,девочки,Западно-Казахстанская,городское население,,,,KZ07,4.34
2010,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,15.38
2011,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,14.76
2012,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,11.82
2013,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,18.93
2014,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,13.49
2015,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,13.42
2016,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,8.51
2017,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,6.918216784736407
2018,на 1000 родившихся,девочки,Жамбылская,городское население,,,,KZ17,5.27
2010,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,12.22
2011,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,8.36
2012,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,10.17
2013,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,9.04
2014,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,6.67
2015,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,6.6
2016,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,6.88
2017,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,6.760540702249813
2018,на 1000 родившихся,девочки,Карагандинская,городское население,,,,KZ12,5.59
2010,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,11.5
2011,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,10.49
2012,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,11.25
2013,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,8.36
2014,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,10.36
2015,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,10.53
2016,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,9.66
2017,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,8.754621231093836
2018,на 1000 родившихся,девочки,Костанайская,городское население,,,,KZ13,7.43
2010,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,19.78
2011,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,16.6
2012,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,14.87
2013,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,14.99
2014,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,12.63
2015,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,10.57
2016,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,10.95
2017,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,8.66560621538882
2018,на 1000 родившихся,девочки,Кызылординская,городское население,,,,KZ14,8.17
2010,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,19.02
2011,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,16.61
2012,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,12.21
2013,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,8.84
2014,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,7.93
2015,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,7.26
2016,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,6.88
2017,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,4.977051503688185
2018,на 1000 родившихся,девочки,Мангистауская,городское население,,,,KZ09,8.43
2010,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,18.45
2011,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,18.44
2012,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,13.77
2013,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,12.85
2014,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,11.33
2015,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,10.14
2016,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,7.51
2017,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,8.751809254950128
2018,на 1000 родившихся,девочки,Южно-Казахстанская,городское население,,,,KZ10,6.7502896579517415
2010,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,11.84
2011,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,10.46
2012,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,7.24
2013,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,7.45
2014,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,8.27
2015,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,6.4
2016,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,7.57
2017,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,6.726675837933963
2018,на 1000 родившихся,девочки,Павлодарская,городское население,,,,KZ11,5.41
2010,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,10.92
2011,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,6.62
2012,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,11.84
2013,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,8.66
2014,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,7.61
2015,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,7.54
2016,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,6.0
2017,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,11.215019373885234
2018,на 1000 родившихся,девочки,Северо-Казахстанская,городское население,,,,KZ16,8.09
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,18.03
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,14.67
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,15.53
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,11.19
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,10.65
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,9.35
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,8.1
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,5.093885399689947
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,городское население,,,,KZ15,6.63
2010,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,9.48
2011,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,10.48
2012,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,9.75
2013,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,8.72
2014,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,5.94
2015,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,6.69
2016,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,6.49
2017,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,5.386245531593082
2018,на 1000 родившихся,девочки,г.Нур-Султан,городское население,,,,KZ05,4.54
2010,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,14.08
2011,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,15.42
2012,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,11.43
2013,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,8.54
2014,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,7.28
2015,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,8.25
2016,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,6.39
2017,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,6.4198421710885345
2018,на 1000 родившихся,девочки,г.Алматы,городское население,,,,KZ02,7.32
2010,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,14.58
2011,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,12.69
2012,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,11.75
2013,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,9.67
2014,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,8.4
2015,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,7.87
2016,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,7.95
2017,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,7.194328957349014
2018,на 1000 родившихся,девочки,Республика Казахстан,сельское население,,,,,7.05
2010,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,11.44
2011,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,11.85
2012,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,8.26
2013,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,6.3
2014,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,8.44
2015,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,6.9
2016,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,7.87
2017,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,6.7976090389939205
2018,на 1000 родившихся,девочки,Акмолинская,сельское население,,,,KZ03,5.08
2010,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,13.55
2011,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,10.9
2012,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,11.08
2013,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,7.97
2014,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,8.01
2015,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,8.03
2016,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,8.3
2017,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,8.887886307241146
2018,на 1000 родившихся,девочки,Актюбинская,сельское население,,,,KZ04,8.1
2010,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,11.16
2011,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,9.81
2012,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,8.65
2013,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,7.68
2014,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,7.61
2015,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,6.45
2016,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,6.71
2017,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,6.956564707496668
2018,на 1000 родившихся,девочки,Алматинская,сельское население,,,,KZ01,5.88
2010,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,17.0
2011,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,17.73
2012,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,15.61
2013,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,10.62
2014,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,9.35
2015,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,9.7
2016,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,8.16
2017,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,5.760676361133971
2018,на 1000 родившихся,девочки,Атырауская,сельское население,,,,KZ06,8.15
2010,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,11.65
2011,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,10.89
2012,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,9.34
2013,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,5.48
2014,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,6.13
2015,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,7.21
2016,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,7.17
2017,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,4.477190225123257
2018,на 1000 родившихся,девочки,Западно-Казахстанская,сельское население,,,,KZ07,4.94
2010,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,12.86
2011,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,13.42
2012,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,11.27
2013,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,9.38
2014,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,7.38
2015,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,7.31
2016,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,6.67
2017,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,6.144325805980473
2018,на 1000 родившихся,девочки,Жамбылская,сельское население,,,,KZ17,6.88
2010,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,15.26
2011,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,12.96
2012,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,12.53
2013,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,7.23
2014,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,8.4
2015,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,7.45
2016,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,6.18
2017,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,5.8783418468217645
2018,на 1000 родившихся,девочки,Карагандинская,сельское население,,,,KZ12,7.21
2010,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,9.59
2011,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,11.62
2012,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,13.12
2013,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,12.61
2014,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,11.16
2015,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,8.31
2016,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,8.73
2017,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,7.588159931060249
2018,на 1000 родившихся,девочки,Костанайская,сельское население,,,,KZ13,8.69
2010,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,21.84
2011,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,15.73
2012,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,17.56
2013,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,13.37
2014,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,10.96
2015,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,8.77
2016,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,7.8
2017,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,7.736210586196277
2018,на 1000 родившихся,девочки,Кызылординская,сельское население,,,,KZ14,6.61
