Year,Units,Пол,Регионы,Местность,GeoCode,Value
2014,на 1000 родившихся,мальчики,Мангистауская,городское население,KZ09,14.02
2015,на 1000 родившихся,мальчики,Мангистауская,городское население,KZ09,10.87
2016,на 1000 родившихся,мальчики,Мангистауская,городское население,KZ09,12.94
2017,на 1000 родившихся,мальчики,Мангистауская,городское население,KZ09,7.880724174653888
2018,на 1000 родившихся,мальчики,Мангистауская,городское население,KZ09,10.76
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,28.55
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,27.75
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,21.88
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,19.83
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,17.77
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,15.75
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,13.03
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,11.413607391669547
2018,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,KZ10,12.49
2010,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,15.25
2011,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,16.53
2012,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,11.7
2013,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,10.34
2014,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,8.03
2015,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,9.39
2016,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,9.09
2017,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,11.826245167159426
2018,на 1000 родившихся,мальчики,Павлодарская,городское население,KZ11,8.75
2010,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,15.32
2011,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,18.55
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,12.65
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,15.49
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,8.82
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,10.41
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,7.19
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,9.539842873176207
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,KZ16,14.69
2010,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,22.69
2011,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,22.99
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,19.47
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,16.99
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,14.22
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,12.36
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,12.08
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,9.315068493150683
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,городское население,KZ15,9.41
2010,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,14.49
2011,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,13.11
2012,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,14.33
2013,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,12.56
2014,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,9.54
2015,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,10.07
2016,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,8.25
2017,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,7.67610895998913
2018,на 1000 родившихся,мальчики,г.Нур-Султан,городское население,KZ05,9.07
2010,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,21.74
2011,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,21.45
2012,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,15.08
2013,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,14.16
2014,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,10.65
2015,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,11.29
2016,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,10.03
2017,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,9.04313821336918
2018,на 1000 родившихся,мальчики,г.Алматы,городское население,KZ02,11.14
2010,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,22.2
2011,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,19.85
2012,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,19.18
2013,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,16.93
2014,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,14.28
2015,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,13.81
2016,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,12.73
2017,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,13.051709856821676
2018,на 1000 родившихся,мальчики,Республика Казахстан,сельское население,,12.44
2010,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,20.22
2011,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,18.15
2012,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,12.1
2013,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,17.78
2014,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,14.6
2015,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,9.56
2016,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,10.06
2017,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,14.261460101867574
2018,на 1000 родившихся,мальчики,Акмолинская,сельское население,KZ03,8.6
2010,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,22.28
2011,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,18.43
2012,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,14.06
2013,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,17.37
2014,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,11.97
2015,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,16.05
2016,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,12.4
2017,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,10.566762728146012
2018,на 1000 родившихся,мальчики,Актюбинская,сельское население,KZ04,11.89
2010,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,15.91
2011,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,16.84
2012,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,17.99
2013,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,14.03
2014,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,13.12
2015,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,12.54
2016,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,9.88
2017,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,11.827901451371314
2018,на 1000 родившихся,мальчики,Алматинская,сельское население,KZ01,10.96
2010,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,24.27
2011,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,22.3
2012,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,18.42
2013,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,13.69
2014,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,13.66
2015,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,8.09
2016,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,11.83
2017,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,10.516252390057364
2018,на 1000 родившихся,мальчики,Атырауская,сельское население,KZ06,19.14
2010,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,24.47
2011,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,18.62
2012,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,19.38
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,12.74
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,13.19
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,10.96
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,11.23
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,10.276399716513113
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,сельское население,KZ07,9.18
2010,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,23.51
2011,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,18.69
2012,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,21.7
2013,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,15.04
2014,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,11.34
2015,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,11.9
2016,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,10.25
2017,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,11.492832427088482
2018,на 1000 родившихся,мальчики,Жамбылская,сельское население,KZ17,10.43
2010,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,16.06
2011,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,18.48
2012,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,15.46
2013,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,18.95
2014,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,17.16
2015,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,13.85
2016,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,11.89
2017,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,8.463817181548878
2018,на 1000 родившихся,мальчики,Карагандинская,сельское население,KZ12,10.94
2010,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,23.58
2011,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,20.82
2012,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,22.29
2013,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,16.55
2014,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,16.99
2015,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,11.57
2016,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,13.29
2017,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,18.230155715913405
2018,на 1000 родившихся,мальчики,Костанайская,сельское население,KZ13,13.97
2010,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,27.69
2011,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,30.28
2012,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,29.71
2013,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,24.54
2014,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,18.32
2015,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,14.42
2016,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,11.72
2017,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,14.11446249033256
2018,на 1000 родившихся,мальчики,Кызылординская,сельское население,KZ14,13.05
2010,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,21.37
2011,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,20.84
2012,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,18.94
2013,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,14.37
2014,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,13.01
2015,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,17.31
2016,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,12.01
2017,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,14.35495898583147
2018,на 1000 родившихся,мальчики,Мангистауская,сельское население,KZ09,13.62
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,24.66
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,19.23
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,19.07
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,19.23
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,15.75
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,16.78
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,17.17
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,15.63717848791894
2018,на 1000 родившихся,мальчики,Южно-Казахстанская,сельское население,KZ10,14.31
2010,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,19.8
2011,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,15.73
2012,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,12.91
2013,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,15.44
2014,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,14.83
2015,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,12.44
2016,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,12.4
2017,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,11.3452188006483
2018,на 1000 родившихся,мальчики,Павлодарская,сельское население,KZ11,6.63
2010,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,19.08
2011,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,18.01
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,16.2
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,12.61
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,14.69
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,10.3
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,13.97
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,12.827090815802975
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,сельское население,KZ16,17.64
2010,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,27.1
2011,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,26.93
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,20.82
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,20.38
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,13.41
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,14.98
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,14.12
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,11.642008246422508
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,сельское население,KZ15,10.44
2010,на 1000 родившихся,девочки,Республика Казахстан,,,17.21
2011,на 1000 родившихся,девочки,Республика Казахстан,,,15.82
2012,на 1000 родившихся,девочки,Республика Казахстан,,,14.42
2013,на 1000 родившихся,девочки,Республика Казахстан,,,12.38
2014,на 1000 родившихся,девочки,Республика Казахстан,,,11.06
2015,на 1000 родившихся,девочки,Республика Казахстан,,,10.64
2016,на 1000 родившихся,девочки,Республика Казахстан,,,9.45
2017,на 1000 родившихся,девочки,Республика Казахстан,,,9.166816971343088
2018,на 1000 родившихся,девочки,Республика Казахстан,,,8.48
2010,на 1000 родившихся,девочки,Акмолинская,,KZ03,13.86
2011,на 1000 родившихся,девочки,Акмолинская,,KZ03,15.49
2012,на 1000 родившихся,девочки,Акмолинская,,KZ03,12.65
2013,на 1000 родившихся,девочки,Акмолинская,,KZ03,12.04
2014,на 1000 родившихся,девочки,Акмолинская,,KZ03,10.24
2015,на 1000 родившихся,девочки,Акмолинская,,KZ03,9.6
2016,на 1000 родившихся,девочки,Акмолинская,,KZ03,8.94
2017,на 1000 родившихся,девочки,Акмолинская,,KZ03,9.584664536741213
2018,на 1000 родившихся,девочки,Акмолинская,,KZ03,6.79
2010,на 1000 родившихся,девочки,Актюбинская,,KZ04,16.45
2011,на 1000 родившихся,девочки,Актюбинская,,KZ04,11.58
2012,на 1000 родившихся,девочки,Актюбинская,,KZ04,15.74
2013,на 1000 родившихся,девочки,Актюбинская,,KZ04,11.59
2014,на 1000 родившихся,девочки,Актюбинская,,KZ04,11.43
2015,на 1000 родившихся,девочки,Актюбинская,,KZ04,10.64
2016,на 1000 родившихся,девочки,Актюбинская,,KZ04,8.14
2017,на 1000 родившихся,девочки,Актюбинская,,KZ04,9.832522960561857
2018,на 1000 родившихся,девочки,Актюбинская,,KZ04,9.33
2010,на 1000 родившихся,девочки,Алматинская,,KZ01,14.6
2011,на 1000 родившихся,девочки,Алматинская,,KZ01,12.76
2012,на 1000 родившихся,девочки,Алматинская,,KZ01,11.51
2013,на 1000 родившихся,девочки,Алматинская,,KZ01,10.03
2014,на 1000 родившихся,девочки,Алматинская,,KZ01,10.22
2015,на 1000 родившихся,девочки,Алматинская,,KZ01,8.87
2016,на 1000 родившихся,девочки,Алматинская,,KZ01,8.57
2017,на 1000 родившихся,девочки,Алматинская,,KZ01,9.143047128252014
2018,на 1000 родившихся,девочки,Алматинская,,KZ01,8.17
2010,на 1000 родившихся,девочки,Атырауская,,KZ06,18.84
2011,на 1000 родившихся,девочки,Атырауская,,KZ06,16.83
2012,на 1000 родившихся,девочки,Атырауская,,KZ06,18.38
2013,на 1000 родившихся,девочки,Атырауская,,KZ06,11.11
2014,на 1000 родившихся,девочки,Атырауская,,KZ06,10.88
2015,на 1000 родившихся,девочки,Атырауская,,KZ06,9.91
2016,на 1000 родившихся,девочки,Атырауская,,KZ06,11.1
2017,на 1000 родившихся,девочки,Атырауская,,KZ06,9.674582233948987
2018,на 1000 родившихся,девочки,Атырауская,,KZ06,10.47
2010,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,16.38
2011,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,13.93
2012,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,8.51
2013,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,7.62
2014,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,9.66
2015,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,10.5
2016,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,7.83
2017,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,8.3426921225734
2018,на 1000 родившихся,девочки,Западно-Казахстанская,,KZ07,5.83
2010,на 1000 родившихся,девочки,Жамбылская,,KZ17,17.54
2011,на 1000 родившихся,девочки,Жамбылская,,KZ17,17.36
2012,на 1000 родившихся,девочки,Жамбылская,,KZ17,14.4
2013,на 1000 родившихся,девочки,Жамбылская,,KZ17,15.86
2014,на 1000 родившихся,девочки,Жамбылская,,KZ17,12.5
2015,на 1000 родившихся,девочки,Жамбылская,,KZ17,12.37
2016,на 1000 родившихся,девочки,Жамбылская,,KZ17,10.47
2017,на 1000 родившихся,девочки,Жамбылская,,KZ17,9.276582475834113
2018,на 1000 родившихся,девочки,Жамбылская,,KZ17,8.52
2010,на 1000 родившихся,девочки,Карагандинская,,KZ12,14.99
2011,на 1000 родившихся,девочки,Карагандинская,,KZ12,10.91
2012,на 1000 родившихся,девочки,Карагандинская,,KZ12,12.78
2013,на 1000 родившихся,девочки,Карагандинская,,KZ12,10.48
2014,на 1000 родившихся,девочки,Карагандинская,,KZ12,8.92
2015,на 1000 родившихся,девочки,Карагандинская,,KZ12,9.32
2016,на 1000 родившихся,девочки,Карагандинская,,KZ12,8.48
2017,на 1000 родившихся,девочки,Карагандинская,,KZ12,8.636977058029691
2018,на 1000 родившихся,девочки,Карагандинская,,KZ12,7.11
2010,на 1000 родившихся,девочки,Костанайская,,KZ13,13.15
2011,на 1000 родившихся,девочки,Костанайская,,KZ13,13.71
2012,на 1000 родившихся,девочки,Костанайская,,KZ13,13.91
2013,на 1000 родившихся,девочки,Костанайская,,KZ13,11.21
2014,на 1000 родившихся,девочки,Костанайская,,KZ13,13.15
2015,на 1000 родившихся,девочки,Костанайская,,KZ13,11.66
2016,на 1000 родившихся,девочки,Костанайская,,KZ13,11.01
2017,на 1000 родившихся,девочки,Костанайская,,KZ13,10.1423487544484
2018,на 1000 родившихся,девочки,Костанайская,,KZ13,8.97
2010,на 1000 родившихся,девочки,Кызылординская,,KZ14,24.78
2011,на 1000 родившихся,девочки,Кызылординская,,KZ14,20.24
2012,на 1000 родившихся,девочки,Кызылординская,,KZ14,20.87
2013,на 1000 родившихся,девочки,Кызылординская,,KZ14,18.51
2014,на 1000 родившихся,девочки,Кызылординская,,KZ14,15.43
2015,на 1000 родившихся,девочки,Кызылординская,,KZ14,13.63
2016,на 1000 родившихся,девочки,Кызылординская,,KZ14,12.19
2017,на 1000 родившихся,девочки,Кызылординская,,KZ14,10.045861541821356
2018,на 1000 родившихся,девочки,Кызылординская,,KZ14,10.46
2010,на 1000 родившихся,девочки,Мангистауская,,KZ09,21.69
2011,на 1000 родившихся,девочки,Мангистауская,,KZ09,18.75
2012,на 1000 родившихся,девочки,Мангистауская,,KZ09,14.94
2013,на 1000 родившихся,девочки,Мангистауская,,KZ09,10.52
2014,на 1000 родившихся,девочки,Мангистауская,,KZ09,9.09
2015,на 1000 родившихся,девочки,Мангистауская,,KZ09,9.89
2016,на 1000 родившихся,девочки,Мангистауская,,KZ09,10.56
2017,на 1000 родившихся,девочки,Мангистауская,,KZ09,8.797339341272398
2018,на 1000 родившихся,девочки,Мангистауская,,KZ09,11.33
2010,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,19.69
2011,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,18.67
2012,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,16.67
2013,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,15.35
2014,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,13.23
2015,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,12.95
2016,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,10.91
2017,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,10.569828894354037
2018,на 1000 родившихся,девочки,Южно-Казахстанская,,KZ10,8.87
2010,на 1000 родившихся,девочки,Павлодарская,,KZ11,13.24
2011,на 1000 родившихся,девочки,Павлодарская,,KZ11,14.67
2012,на 1000 родившихся,девочки,Павлодарская,,KZ11,9.6
2013,на 1000 родившихся,девочки,Павлодарская,,KZ11,8.62
2014,на 1000 родившихся,девочки,Павлодарская,,KZ11,9.62
2015,на 1000 родившихся,девочки,Павлодарская,,KZ11,7.82
2016,на 1000 родившихся,девочки,Павлодарская,,KZ11,8.09
2017,на 1000 родившихся,девочки,Павлодарская,,KZ11,8.308810801454044
2018,на 1000 родившихся,девочки,Павлодарская,,KZ11,6.36
2010,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,15.26
2011,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,11.5
2012,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,11.51
2013,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,13.41
2014,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,9.76
2015,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,10.04
2016,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,6.41
2017,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,11.487964989059082
2018,на 1000 родившихся,девочки,Северо-Казахстанская,,KZ16,9.76
2010,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,19.77
2011,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,17.73
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,16.55
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,13.02
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,12.52
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,11.0
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,10.29
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,8.099804487477888
2018,на 1000 родившихся,девочки,Восточно-Казахстанская,,KZ15,9.24
2010,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,10.75
2011,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,12.51
2012,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,12.13
2013,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,10.56
2014,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,7.0
2015,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,7.8
2016,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,7.46
2017,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,6.270748801180376
2018,на 1000 родившихся,девочки,г.Нур-Султан,,KZ05,5.71
2010,на 1000 родившихся,девочки,г.Алматы,,KZ02,15.71
2011,на 1000 родившихся,девочки,г.Алматы,,KZ02,17.27
2012,на 1000 родившихся,девочки,г.Алматы,,KZ02,13.03
2013,на 1000 родившихся,девочки,г.Алматы,,KZ02,9.43
2014,на 1000 родившихся,девочки,г.Алматы,,KZ02,8.06
2015,на 1000 родившихся,девочки,г.Алматы,,KZ02,9.36
2016,на 1000 родившихся,девочки,г.Алматы,,KZ02,7.29
2017,на 1000 родившихся,девочки,г.Алматы,,KZ02,7.9033007903300785
2018,на 1000 родившихся,девочки,г.Алматы,,KZ02,8.5
2010,на 1000 родившихся,девочки,Республика Казахстан,городское население,,16.68
2011,на 1000 родившихся,девочки,Республика Казахстан,городское население,,15.41
2012,на 1000 родившихся,девочки,Республика Казахстан,городское население,,14.02
2013,на 1000 родившихся,девочки,Республика Казахстан,городское население,,12.22
2014,на 1000 родившихся,девочки,Республика Казахстан,городское население,,10.81
2015,на 1000 родившихся,девочки,Республика Казахстан,городское население,,10.48
2016,на 1000 родившихся,девочки,Республика Казахстан,городское население,,8.64
2017,на 1000 родившихся,девочки,Республика Казахстан,городское население,,8.704300143246869
2018,на 1000 родившихся,девочки,Республика Казахстан,городское население,,7.93
2010,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,13.37
2011,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,16.82
2012,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,13.55
2013,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,15.05
2014,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,10.03
2015,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,10.15
2016,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,7.38
2017,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,9.841269841269842
2018,на 1000 родившихся,девочки,Акмолинская,городское население,KZ03,7.47
2010,на 1000 родившихся,девочки,Актюбинская,городское население,KZ04,15.82
