Year,Units,Регионы,Местность,Возраст,GeoCode,Value
2015,процент,,,45-54,,35.8
2016,процент,,,45-54,,44.9
2017,процент,,,45-54,,39.1
2018,процент,,,45-54,,50.2
2010,процент,,,55-64,,34.2
2011,процент,,,55-64,,32.5
2012,процент,,,55-64,,35.9
2013,процент,,,55-64,,31.2
2014,процент,,,55-64,,24.9
2015,процент,,,55-64,,30.6
2016,процент,,,55-64,,38.1
2017,процент,,,55-64,,36.0
2018,процент,,,55-64,,32.8
2014,процент,,,65 и старше,,84.8
2015,процент,,,65 и старше,,11.8
2016,процент,,,65 и старше,,70.3
2017,процент,,,65 и старше,,0.0
2018,процент,,,65 и старше,,0.0
2010,процент,Северо-Казахстанская,,,KZ16,32.7
2011,процент,Северо-Казахстанская,,,KZ16,35.0
2012,процент,Северо-Казахстанская,,,KZ16,40.4
2013,процент,Северо-Казахстанская,,,KZ16,27.5
2014,процент,Северо-Казахстанская,,,KZ16,31.3
2015,процент,Северо-Казахстанская,,,KZ16,39.6
2016,процент,Северо-Казахстанская,,,KZ16,32.6
2017,процент,Северо-Казахстанская,,,KZ16,33.9
2018,процент,Северо-Казахстанская,,,KZ16,39.3
2010,процент,,,16-24,,43.8
2011,процент,,,16-24,,76.0
2012,процент,,,16-24,,76.4
2013,процент,,,16-24,,0.0
2014,процент,,,16-24,,2.1
2015,процент,,,16-24,,48.7
2016,процент,,,16-24,,0.0
2017,процент,,,16-24,,7.9
2018,процент,,,16-24,,50.1
2010,процент,,,25-28,,35.2
2011,процент,,,25-28,,15.2
2012,процент,,,25-28,,18.3
2013,процент,,,25-28,,51.7
2014,процент,,,25-28,,23.0
2015,процент,,,25-28,,37.7
2016,процент,,,25-28,,34.2
2017,процент,,,25-28,,24.7
2018,процент,,,25-28,,38.7
2010,процент,,,29-34,,50.8
2011,процент,,,29-34,,48.0
2012,процент,,,29-34,,37.3
2013,процент,,,29-34,,13.2
2014,процент,,,29-34,,28.0
2015,процент,,,29-34,,38.0
2016,процент,,,29-34,,27.1
2017,процент,,,29-34,,32.3
2018,процент,,,29-34,,29.1
2010,процент,,,35-44,,40.3
2011,процент,,,35-44,,39.9
2012,процент,,,35-44,,33.2
2013,процент,,,35-44,,22.5
2014,процент,,,35-44,,38.0
2015,процент,,,35-44,,38.2
2016,процент,,,35-44,,34.8
2017,процент,,,35-44,,37.9
2018,процент,,,35-44,,49.0
2010,процент,,,45-54,,19.6
2011,процент,,,45-54,,27.0
2012,процент,,,45-54,,46.5
2013,процент,,,45-54,,34.3
2014,процент,,,45-54,,32.2
2015,процент,,,45-54,,42.2
2016,процент,,,45-54,,37.3
2017,процент,,,45-54,,37.3
2018,процент,,,45-54,,42.3
2010,процент,,,55-64,,25.3
2011,процент,,,55-64,,28.1
2012,процент,,,55-64,,62.8
2013,процент,,,55-64,,33.4
2014,процент,,,55-64,,32.2
2015,процент,,,55-64,,40.6
2016,процент,,,55-64,,27.3
2017,процент,,,55-64,,27.4
2018,процент,,,55-64,,32.6
2014,процент,,,65 и старше,,21.9
2015,процент,,,65 и старше,,2.8
2016,процент,,,65 и старше,,16.5
2017,процент,,,65 и старше,,14.4
2018,процент,,,65 и старше,,42.6
2018,процент,Туркестанская,,,KZ10,40.3
2018,процент,,,16-24,,46.9
2018,процент,,,25-28,,54.7
2018,процент,,,29-34,,29.5
2018,процент,,,35-44,,26.1
2018,процент,,,45-54,,64.4
2018,процент,,,55-64,,41.3
2010,процент,Восточно-Казахстанская,,65 и старше,KZ15,35.7
2011,процент,Восточно-Казахстанская,,65 и старше,KZ15,37.6
2012,процент,Восточно-Казахстанская,,65 и старше,KZ15,38.1
2013,процент,Восточно-Казахстанская,,65 и старше,KZ15,35.5
2014,процент,Восточно-Казахстанская,,65 и старше,KZ15,35.0
2015,процент,Восточно-Казахстанская,,65 и старше,KZ15,33.0
2016,процент,Восточно-Казахстанская,,65 и старше,KZ15,33.7
2017,процент,Восточно-Казахстанская,,65 и старше,KZ15,41.1
2018,процент,Восточно-Казахстанская,,65 и старше,KZ15,45.1
2010,процент,,,16-24,,53.9
2011,процент,,,16-24,,37.6
2012,процент,,,16-24,,35.9
2013,процент,,,16-24,,46.1
2014,процент,,,16-24,,25.8
2015,процент,,,16-24,,29.9
2016,процент,,,16-24,,1.5
2017,процент,,,16-24,,67.7
2018,процент,,,16-24,,77.1
2010,процент,,,25-28,,47.9
2011,процент,,,25-28,,40.4
2012,процент,,,25-28,,38.0
2013,процент,,,25-28,,23.5
2014,процент,,,25-28,,27.2
2015,процент,,,25-28,,13.7
2016,процент,,,25-28,,71.9
2017,процент,,,25-28,,54.5
2018,процент,,,25-28,,63.3
2010,процент,,,29-34,,23.1
2011,процент,,,29-34,,40.1
2012,процент,,,29-34,,17.6
2013,процент,,,29-34,,25.9
2014,процент,,,29-34,,35.2
2015,процент,,,29-34,,32.2
2016,процент,,,29-34,,31.7
2017,процент,,,29-34,,35.2
2018,процент,,,29-34,,44.3
2010,процент,,,35-44,,35.7
2011,процент,,,35-44,,38.6
2012,процент,,,35-44,,31.9
2013,процент,,,35-44,,43.0
2014,процент,,,35-44,,30.2
2015,процент,,,35-44,,34.8
2016,процент,,,35-44,,29.43
2017,процент,,,35-44,,46.5
2018,процент,,,35-44,,28.5
2010,процент,,,45-54,,39.1
2011,процент,,,45-54,,36.2
2012,процент,,,45-54,,50.4
2013,процент,,,45-54,,38.3
2014,процент,,,45-54,,45.2
2015,процент,,,45-54,,36.9
2016,процент,,,45-54,,28.5
2017,процент,,,45-54,,39.0
2018,процент,,,45-54,,48.4
2010,процент,,,55-64,,25.4
2011,процент,,,55-64,,33.9
2012,процент,,,55-64,,43.0
2013,процент,,,55-64,,37.8
2014,процент,,,55-64,,29.0
2015,процент,,,55-64,,38.3
2016,процент,,,55-64,,30.7
2017,процент,,,55-64,,30.4
2018,процент,,,55-64,,42.7
2011,процент,,,65 и старше,,0.0
2014,процент,,,65 и старше,,10.6
2015,процент,,,65 и старше,,0.0
2016,процент,,,65 и старше,,17.5
2017,процент,,,65 и старше,,12.5
2018,процент,,,65 и старше,,17.6
2010,процент,г.Нур-Султан,,,KZ05,40.4
2011,процент,г.Нур-Султан,,,KZ05,41.4
2012,процент,г.Нур-Султан,,,KZ05,46.2
2013,процент,г.Нур-Султан,,,KZ05,48.0
2014,процент,г.Нур-Султан,,,KZ05,35.9
2015,процент,г.Нур-Султан,,,KZ05,41.9
2016,процент,г.Нур-Султан,,,KZ05,44.2
2017,процент,г.Нур-Султан,,,KZ05,43.2
2018,процент,г.Нур-Султан,,,KZ05,43.3
2010,процент,,,16-24,,44.0
2011,процент,,,16-24,,48.1
2012,процент,,,16-24,,68.5
2013,процент,,,16-24,,74.3
2014,процент,,,16-24,,20.8
2015,процент,,,16-24,,41.3
2016,процент,,,16-24,,61.6
2017,процент,,,16-24,,62.5
2018,процент,,,16-24,,42.8
2010,процент,,,25-28,,54.0
2011,процент,,,25-28,,46.7
2012,процент,,,25-28,,38.7
2013,процент,,,25-28,,42.8
2014,процент,,,25-28,,47.7
2015,процент,,,25-28,,52.4
2016,процент,,,25-28,,46.3
2017,процент,,,25-28,,25.4
2018,процент,,,25-28,,41.5
2010,процент,,,29-34,,28.9
2011,процент,,,29-34,,34.4
2012,процент,,,29-34,,40.0
2013,процент,,,29-34,,47.1
2014,процент,,,29-34,,43.1
2015,процент,,,29-34,,37.3
2016,процент,,,29-34,,40.6
2017,процент,,,29-34,,58.1
2018,процент,,,29-34,,44.3
2010,процент,,,35-44,,48.5
2011,процент,,,35-44,,45.9
2012,процент,,,35-44,,48.8
2013,процент,,,35-44,,46.3
2014,процент,,,35-44,,38.5
2015,процент,,,35-44,,37.2
2016,процент,,,35-44,,38.3
2017,процент,,,35-44,,29.8
2018,процент,,,35-44,,44.0
2010,процент,,,45-54,,34.6
2011,процент,,,45-54,,38.6
2012,процент,,,45-54,,46.0
2013,процент,,,45-54,,46.9
2014,процент,,,45-54,,28.3
2015,процент,,,45-54,,46.1
2016,процент,,,45-54,,48.7
2017,процент,,,45-54,,42.1
2018,процент,,,45-54,,44.6
2010,процент,,,55-64,,35.8
2011,процент,,,55-64,,36.1
2012,процент,,,55-64,,43.8
2013,процент,,,55-64,,27.7
2014,процент,,,55-64,,28.0
2015,процент,,,55-64,,41.1
2016,процент,,,55-64,,56.7
2017,процент,,,55-64,,51.1
2018,процент,,,55-64,,35.9
2010,процент,,,65 и старше,,25.6
2011,процент,,,65 и старше,,42.2
2012,процент,,,65 и старше,,0.0
2013,процент,,,65 и старше,,0.0
2015,процент,,,65 и старше,,55.6
2016,процент,,,65 и старше,,66.0
2017,процент,,,65 и старше,,66.7
2018,процент,,,65 и старше,,46.3
2010,процент,г.Алматы,,,KZ02,39.2
2011,процент,г.Алматы,,,KZ02,40.3
2012,процент,г.Алматы,,,KZ02,46.2
2013,процент,г.Алматы,,,KZ02,39.5
2014,процент,г.Алматы,,,KZ02,38.4
2015,процент,г.Алматы,,,KZ02,35.3
2016,процент,г.Алматы,,,KZ02,39.9
2017,процент,г.Алматы,,,KZ02,36.1
2018,процент,г.Алматы,,,KZ02,43.2
2010,процент,,,16-24,,23.7
2011,процент,,,16-24,,72.3
2012,процент,,,16-24,,75.3
2013,процент,,,16-24,,62.3
2014,процент,,,16-24,,37.0
2015,процент,,,16-24,,35.1
2016,процент,,,16-24,,40.6
2017,процент,,,16-24,,39.2
2018,процент,,,16-24,,45.3
2010,процент,,,25-28,,42.7
2011,процент,,,25-28,,62.5
2012,процент,,,25-28,,52.9
2013,процент,,,25-28,,53.6
2014,процент,,,25-28,,43.4
2015,процент,,,25-28,,22.9
2016,процент,,,25-28,,37.3
2017,процент,,,25-28,,34.3
2018,процент,,,25-28,,39.4
2010,процент,,,29-34,,43.5
2011,процент,,,29-34,,40.6
2012,процент,,,29-34,,36.9
2013,процент,,,29-34,,32.5
2014,процент,,,29-34,,32.8
2015,процент,,,29-34,,43.7
2016,процент,,,29-34,,36.8
2017,процент,,,29-34,,36.5
2018,процент,,,29-34,,39.3
2010,процент,,,35-44,,46.4
2011,процент,,,35-44,,42.5
2012,процент,,,35-44,,51.0
2013,процент,,,35-44,,46.4
2014,процент,,,35-44,,39.1
2015,процент,,,35-44,,35.1
2016,процент,,,35-44,,37.0
2017,процент,,,35-44,,32.4
2018,процент,,,35-44,,43.2
2010,процент,,,45-54,,31.7
2011,процент,,,45-54,,31.3
2012,процент,,,45-54,,39.9
2013,процент,,,45-54,,32.7
2014,процент,,,45-54,,42.3
2015,процент,,,45-54,,33.8
2016,процент,,,45-54,,43.2
2017,процент,,,45-54,,39.2
2018,процент,,,45-54,,44.6
2010,процент,,,55-64,,26.8
2011,процент,,,55-64,,27.1
2012,процент,,,55-64,,18.4
2013,процент,,,55-64,,22.1
2014,процент,,,55-64,,35.1
2015,процент,,,55-64,,35.8
2016,процент,,,55-64,,48.9
2017,процент,,,55-64,,38.4
2018,процент,,,55-64,,50.4
2014,процент,,,65 и старше,,0.0
2015,процент,,,65 и старше,,32.1
2016,процент,,,65 и старше,,78.8
2017,процент,,,65 и старше,,42.5
2018,процент,,,65 и старше,,39.1
2018,процент,г.Шымкент,,,KZ18,46.7
2018,процент,,,16-24,,31.4
2018,процент,,,25-28,,38.3
2018,процент,,,29-34,,18.8
2018,процент,,,35-44,,74.2
2018,процент,,,45-54,,43.2
2018,процент,,,55-64,,32.2
